Название товара|Артикул|Параметр|Значение параметра
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Артикул|0899401080
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Размер|10
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Стандарт EN|388 / 420
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Класс защиты|2.1.3.1
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Цвет|Салатовый
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Материал облицовки|Нейлон
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 10| 0899401080|Покрытие материала|Пенистая резина
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|ШтрихКод|4056807469867
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Артикул|0899401079
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Размер|9
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Стандарт EN|388 / 420
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Класс защиты|2.1.3.1
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Цвет|Салатовый
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Класс вязки|13
Перчатки защитные трикотажные Flex comfort Cool, утепленные, р-р 9| 0899401079|Материал облицовки|Нейлон
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|ШтрихКод|4056807469751
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Артикул|0899401310
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Размер|10
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Стандарт EN|388 / 420
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Класс защиты|2.1.2.1
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Цвет|Салатовый
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Материал облицовки|Нейлон
Перчатки защитные трикотажные Flex comfort, р-р 10| 0899401310|Покрытие материала|Вспененный латекс
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|ШтрихКод|4052712708664
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|Артикул|0899401309
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|Размер|9
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|Стандарт EN|388 / 420
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|Класс защиты|2.1.2.1
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|Цвет|Салатовый
Перчатки защитные трикотажные Flex comfort, р-р 9| 0899401309|Материал облицовки|Нейлон
Перчатки трикотаж. х/б, ПВХ, 5 нитей, 10 класс, 125текс, черные| 1899400131|ШтрихКод|4810488007448
Перчатки трикотаж. х/б, ПВХ, 5 нитей, 10 класс, 125текс, черные| 1899400131|Артикул|1899400131
Перчатки трикотаж. х/б, ПВХ, 5 нитей, 10 класс, 125текс, черные| 1899400131|Размер|9
Перчатки трикотаж. х/б, ПВХ, 5 нитей, 10 класс, 125текс, черные| 1899400131|Цвет|Черный
Перчатки х/б с латексным обливом, желтые| 1899400141|Артикул|1899400141
Перчатки х/б с латексным обливом, желтые| 1899400141|Размер|9
Перчатки х/б с двойным латексным обливом, желто-зеленые| 1899400142|ШтрихКод|4810488000241
Перчатки х/б с двойным латексным обливом, желто-зеленые| 1899400142|Артикул|1899400142
Перчатки х/б с двойным латексным обливом, желто-зеленые| 1899400142|Размер|9
Перчатки хозяйственные, латексные, размер L| 18994353|ШтрихКод|604539003022
Перчатки хозяйственные, латексные, размер L| 18994353|Артикул|18994353
Перчатки хозяйственные, латексные, размер L| 18994353|Размер|L
Перчатки хозяйственные, латексные, размер М| 18994352|Артикул|18994352
Перчатки хозяйственные, латексные, размер М| 18994352|Размер|М
Перчатки Basic Rigger р-р 10| 0899404532|ШтрихКод|4046777956849
Перчатки Basic Rigger р-р 10| 0899404532|Артикул|0899404532
Перчатки Basic Rigger р-р 10| 0899404532|Размер|10
Перчатки Basic Rigger р-р 10| 0899404532|Стандарт EN|388 / 420
Перчатки Basic Rigger р-р 10| 0899404532|Класс защиты|2.1.1.2
Перчатки Basic Rigger р-р 10| 0899404532|Цвет|Белый
Перчатки Basic Rigger р-р 10| 0899404532|Материал облицовки|Натуральная кожа
Перчатки Blue nitrile (манжет трикотажный) р. 10| 0899413110|ШтрихКод|4056807312712
Перчатки Blue nitrile (манжет трикотажный) р. 10| 0899413110|Артикул|0899413110
Перчатки Blue nitrile (манжет трикотажный) р. 10| 0899413110|Размер|10
Перчатки Blue nitrile (манжет трикотажный) р. 10| 0899413110|Стандарт EN|388 / 420
Перчатки Blue nitrile (манжет трикотажный) р. 10| 0899413110|Цвет|Синий
Перчатки Blue nitrile (манжет трикотажный) р. 10| 0899413110|Покрытие материала|Нитрил
Перчатки Blue nitrile safety cuff (манжет крага) р. 10| 0899412410|ШтрихКод|4056807312651
Перчатки Blue nitrile safety cuff (манжет крага) р. 10| 0899412410|Артикул|0899412410
Перчатки Blue nitrile safety cuff (манжет крага) р. 10| 0899412410|Размер|10
Перчатки Blue nitrile safety cuff (манжет крага) р. 10| 0899412410|Стандарт EN|388 / 420
Перчатки Blue nitrile safety cuff (манжет крага) р. 10| 0899412410|Цвет|Синий
Перчатки Blue nitrile safety cuff (манжет крага) р. 10| 0899412410|Покрытие материала|Нитрил
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Артикул|0899408310
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Размер|10
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Стандарт EN|388 / 420
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Класс защиты|2.1.2.1
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Цвет|Красный
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Материал облицовки|Полиэстер
Перчатки защитные трикотажные утепленные, покрыты латексом, Latex winter, р.10| 0899408310|Покрытие материала|Латекс
Перчатки защитные трикотажные, покрыты латексом, Red Latex Grip, р. 10| 0899408210|Артикул|0899408210
Перчатки защитные трикотажные, покрыты латексом, Red Latex Grip, р. 10| 0899408210|Размер|10
Перчатки защитные трикотажные, покрыты латексом, Red Latex Grip, р. 10| 0899408210|Стандарт EN|388 / 420
